level,category,ex_top,kanji,ex_bottom,yomi
two,kaki,織田家の,嫡子,である信長に嫁ぐ。,チャクシ
two,kaki,父は,融通,のきかない石頭だ。,ユウズウ
two,kaki,城内の,兵糧,が尽きた。,ヒョウロウ
two,kaki,作物が,霜害,の被害を受ける。,ソウガイ
two,kaki,台風の,爪痕,。,ツメアト
two,kaki,,紙幣,の両替を頼む。,シヘイ
two,kaki,今日はとんだ,厄日,だ。,ヤクビ
two,kaki,,焦眉,の急を要する。,ショウビ
two,kaki,目の前の光景に,慄然,とする。,リツゼン
two,kaki,敵の,要塞,を攻撃する。,ヨウサイ
two,kaki,,衆寡,敵せず。,シュウカ
two,kaki,彼の本性が,露呈,された。,ロテイ
two,kaki,山の,麓,に住む。,フモト
two,kaki,たぐいまれなる,傑物,だ。,ケツブツ
two,kaki,弾を,装填,する。,ソウテン
two,kaki,,好事家,の間で人気の品だ。,コウズカ
two,kaki,隣人に,会釈,してすれ違った。,エシャク
two,kaki,相手に,隙,を与えない。,スキ
two,kaki,,夢枕,に立つ。,ユメマクラ
two,kaki,,畏怖,の念を抱く。,イフ
two,kaki,乾杯の,音頭,を取る。,オンド
two,kaki,,旋風,を巻き起こす。,センプウ
two,kaki,,賄賂,を贈って買収する。,ワイロ
two,kaki,霊山浄土に,往詣,することができる。,オウケイ
two,kaki,,脚立,に登る。,キャタツ
two,kaki,,釜飯,のおいしいお店。,カマメシ
two,kaki,人前で,嘲弄,を受ける。,チョウロウ
two,kaki,,数寄屋,造りの家。,スキヤ
two,kaki,,剥製,の鳥。,ハクセイ
pre_two,kaki,,近隣,の住民との交流を深める。,キンリン
pre_two,kaki,注意事項を,記載,する。,キサイ
pre_two,kaki,まれにみる,極端,な例だ。,キョクタン
pre_two,kaki,今年の夏は記録的な,猛暑,だ。,モウショ
pre_two,kaki,二人の意見が,合致,した。,ガッチ
pre_two,kaki,昔の,面影,は今はもうない。,オモカゲ
pre_two,kaki,夏の大会連覇に向けて,闘志,を燃やす。,トウシ
pre_two,kaki,工場には高い,煙突,がある。,エントツ
pre_two,kaki,小さいころは,好奇心,が強い。,コウキシン
pre_two,kaki,夏の空は,雷雲,の発生に注意。,ライウン
pre_two,kaki,質と値段で,比較,する。,ヒカク
pre_two,kaki,試合の妨げになる,遅延,行為は罰則の対象だ。,チエン
pre_two,kaki,特許に,抵触,している可能性がある。,テイショク
pre_two,kaki,十年の,歳月,が流れた。,サイゲツ
pre_two,kaki,形が変形しないように,慎重,に運ぶ。,シンチョウ
pre_two,kaki,結婚式での,新郎,のあいさつ。,シンロウ
pre_two,kaki,最新技術に,驚嘆,する。,キョウタン
pre_two,kaki,経歴を詐称している,疑惑,がある。,ギワク
pre_two,kaki,今や携帯電話は,必需,品だ。,ヒツジュ
pre_two,kaki,価値観が,共鳴,する。,キョウメイ
pre_two,kaki,,独占,取材に成功した。,ドクセン
pre_two,kaki,,迫真,の演技だ。,ハクシン
pre_two,kaki,侵入を防ぐための巨大な,城壁,。,ジョウヘキ
pre_two,kaki,公園の,噴水,で子どもが遊んでいる。,フンスイ
pre_two,kaki,細かい点まで見えるように,拡大,する。,カクダイ
pre_two,kaki,犯人の指紋と,一致,した。,イッチ
pre_two,kaki,予測するには,範囲,が広すぎる。,ハンイ
pre_two,kaki,空には,雨雲,が広がっている。,アマグモ
pre_two,kaki,議題の,是非,を論じる。,ゼヒ
pre_two,kaki,５年分の消費量に,匹敵,する。,ヒッテキ
pre_two,kaki,俳句や和歌を,詠,む。,ヨ
pre_two,kaki,二人の間には,暗黙,の了解があったのだ。,アンモク
pre_two,kaki,会議室では,怒号,と罵声が飛び交っていた。,ドゴウ
pre_two,kaki,最新の,指紋,認証ロックは精度が高いので安心だ。,シモン
pre_two,kaki,海底から資源を,採掘,する。,サイクツ
pre_two,kaki,かぎ針を使って,鎖,編みをする。,クサリ
pre_two,kaki,海外に渡り彼はより一層の,飛躍,を遂げた。,ヒヤク
pre_two,kaki,奴はすぐ失敗の責任を,転嫁,する。,テンカ
pre_two,kaki,罪人を,遠流,する場所となっていた。,オンル
pre_two,kaki,欠席者は名前の部分を,斜線,を引いて消すことになっている。,シャセン
pre_two,kaki,地元のサッカークラブに,肩,入れする。,カタ
pre_two,kaki,何者かに,殴打,され、気を失っていた。,オウダ
pre_two,kaki,文書に,注釈,をつける。,チュウシャク
pre_two,kaki,ひと,芝居,打ってびっくりさせてやろう。,シバイ
pre_two,kaki,県内,屈指,の強豪チームだ。,クッシ
pre_two,kaki,大雨による洪水や土砂崩れを,警戒,する。,ケイカイ
pre_two,kaki,,娘,が初めて立って歩いた。,ムスメ
pre_two,kaki,犯人の立てこもる家に機動隊が,突入,した。,トツニュウ
pre_two,kaki,彼の活躍で,栄,えある優勝を手にした。,ハ
pre_two,kaki,すれ違いざまに軽く,会釈,した。,エシャク
pre_two,kaki,男性は特許侵害を,訴,えたが棄却された。,ウッタ
pre_two,kaki,実家の農業を,継,ぐことに決めた。,ツ
pre_two,kaki,彼の説には何の,根拠,もない。,コンキョ
pre_two,kaki,,御利益,のありそうなお守りだ。,ゴリヤク
pre_two,kaki,あの時の出来事は,忘却,したい。,ボウキャク
pre_two,kaki,魂を,込,めた一球を投げる。,コ
pre_two,kaki,虫取り,網,でセミを捕まえる。,アミ
pre_two,kaki,,微力,ながら協力させていただきます。,ビリョク
pre_two,kaki,身体が,火照,っている。,ホテ
pre_two,kaki,予定よりも早く目的地に,到達,した。,トウタツ
pre_two,kaki,庭に生える雑草を,刈,る。,カ
pre_two,kaki,毎晩の,就寝,時間が遅くなると体調が悪くなる。,シュウシン
pre_two,kaki,かなり,傾斜,のきつい坂道だ。,ケイシャ
pre_two,kaki,人間が,介入,することでバランスが崩れる。,カイニュウ
pre_two,kaki,彼は仏教に,帰依,している。,キエ
pre_two,kaki,数学の難問と,格闘,する。,カクトウ
pre_two,kaki,右手に,扇,を持つ女性が描かれている。,オウギ
pre_two,kaki,熱のせいで背筋に,悪寒,が走る。,オカン
pre_two,kaki,老齢になった彼は今でも当時と変わらぬ,健脚,を誇る。,ケンキャク
pre_two,kaki,パズルを飾るための,額縁,を買った。,ガクブチ
pre_two,kaki,業者が荷物の,搬入,作業をしている。,ハンニュウ
pre_two,kaki,,淡,い水色のシャツを買った。,アワ
pre_two,kaki,,格子,をとりつけた窓。,コウシ
pre_two,kaki,その道の,深奥,を極める。,シンオウ
pre_two,kaki,河川を,汚染,する工業廃液が問題となっている。,オセン
pre_two,kaki,根拠のない,俗説,を信じるのは愚かだ。,ゾクセツ
pre_two,kaki,島に渡る船は濃霧に,因,る欠航となった。,ヨ
pre_two,kaki,,黙,っていないで説明しなさい。,ダマ
pre_two,kaki,あの旅館はお年寄りに対する,配慮,に欠けている。,ハイリョ
pre_two,kaki,,過,ちを繰り返すのは人の常だ。,アヤマ
pre_two,kaki,あの言葉に,敏感,に反応するようになってしまった。,ビンカン
pre_two,kaki,,隣,の部屋に移り住んできた男性があいさつに来た。,トナリ
pre_two,kaki,捜査員によって証拠品は,押収,された。,オウシュウ
pre_two,kaki,病院で先進,医療,を受ける。,イリョウ
pre_two,kaki,余りに高熱なので,解熱,剤を服用した。,ゲネツ
pre_two,kaki,車がすれ違うには,道幅,が狭すぎる。,ミチハバ
pre_two,kaki,ここで犯罪が行われた,形跡,があった。,ケイセキ
pre_two,kaki,,痛烈,な打球に全く反応ができない。,ツウレツ
pre_two,kaki,自分の巣を,汚,すのは悪い鳥だ。,ケガ
pre_two,kaki,なかなか,離乳,できない赤ちゃんもいる。,リニュウ
pre_two,kaki,,最寄,りの病院へと急ぐ。,モヨ
pre_two,kaki,店の,軒下,で雨宿りする。,ノキシタ
pre_two,kaki,そんな,忌,まわしい話は止めてくれ。,イ
pre_two,kaki,社長の職を退き,隠居,する。,インキョ
pre_two,kaki,田舎は空気が,澄,んでいる。,ス
pre_two,kaki,,芋,を食うと腹が張る。,イモ
pre_two,kaki,国の,基,を定める。,モトイ
pre_two,kaki,政治的,手腕,が問われる状況だ。,シュワン
pre_two,kaki,急な電話に,胸騒,ぎがした。,ムナサワ
pre_two,kaki,お化け屋敷で,絶叫,する。,ゼッキョウ
pre_two,kaki,庭の落ち葉が,幾重,にもなる。,イクエ
pre_two,kaki,彼は,神妙,な顔で控えている。,シンミョウ
pre_two,kaki,口が上手くて,世渡,り上手だ。,ヨワタ
pre_two,kaki,大仏の修理が完了して,開眼,供養を行った。,カイゲン
pre_two,kaki,,茂,みの中に潜む友人に驚かされた。,シゲ
pre_two,kaki,能や,狂言,は日本の伝統芸能だ。,キョウゲン
pre_two,kaki,身の,丈,に合った暮らしをする。,タケ
pre_two,kaki,そういった事情を,鑑,みて最終的な判断をする。,カンガ
pre_two,kaki,日本一の,腕前,を披露する。,ウデマエ
pre_two,kaki,連続して台風に,見舞,われる。,ミマ
pre_two,kaki,クリームシチューが,煮,えてきた。,ニ
pre_two,kaki,先生の目を,盗,んで授業を抜け出す。,ヌス
pre_two,kaki,,一匹,の犬が寝ている。,イッピキ
pre_two,kaki,大きな,屋敷,に住んでいる。,ヤシキ
pre_two,kaki,遅刻した理由を,詰問,する。,キツモン
pre_two,kaki,こんなところで,足踏,みしている時ではない。,アシブ
pre_two,kaki,,物腰,の柔らかい人だ。,モノゴシ
pre_two,kaki,権力なんかに,迎合,してはいけない。,ゲイゴウ
pre_two,kaki,,脚立,が倒れないように支えてくれ。,キャタツ
pre_two,kaki,事を,荒,立てるつもりはない。,アラ
pre_two,kaki,野菜を,箱詰,めにして送る。,ハコヅ
pre_two,kaki,仕事中に,眠,くなる。,ネム
pre_two,kaki,町の復興のために,尽力,する。,ジンリョク
pre_two,kaki,ようやく彼は帰国の,途,についた。,ト
pre_two,kaki,彼は立派な,最期,を遂げた。,サイゴ
pre_two,kaki,セーターを,陰干,しする。,カゲボ
pre_two,kaki,実力より,肩書,がものをいう。,カタガキ
pre_two,kaki,,稲刈,りの時期なのに台風がやってくる。,イネカ
pre_two,kaki,発表の後も研究を,継続,する。,ケイゾク
pre_two,kaki,彼女は小犬と,戯,れている。,タワム
pre_two,kaki,その人の家は震災により,倒壊,した。,トウカイ
pre_two,kaki,,寝坊,癖が直らない。,ネボウ
pre_two,kaki,勝利の,祝杯,をあげる。,シュクハイ
pre_two,kaki,若くて,威勢,のいい男性だ。,イセイ
pre_two,kaki,,敏腕,弁護士の手によって無罪を勝ち取った。,ビンワン
pre_two,kaki,演習を,繰,り返し行って成長する。,ク
pre_two,kaki,試合前に,円陣,を組む。,エンジン
pre_two,kaki,新技術をきっかけにその会社は,躍進,を遂げる。,ヤクシン
pre_two,kaki,戦時中,空襲,により住む場所がなくなった。,クウシュウ
pre_two,kaki,舞台が終わり思わず,吐息,をもらす。,トイキ
pre_two,kaki,王の住む,宮殿,の前に民衆が集まっている。,キュウデン
pre_two,kaki,若者が集まっているようで外が,騒々（騒騒）,しい。,ソウゾウ
pre_two,kaki,話の,腰,を折るのはやめなさい。,コシ
pre_two,kaki,,虚空,をつかんで倒れる。,コクウ
pre_two,kaki,彼の話は少々,誇張,されている。,コチョウ
pre_two,kaki,古墳に,盗掘,された形跡がある。,トウクツ
pre_two,kaki,過去の苦しい生活を,黙想,した。,モクソウ
pre_two,kaki,人間関係には,相互,理解が欠かせない。,ソウゴ
pre_two,kaki,,宮内庁,の管理下に置かれる。,クナイチョウ
pre_two,kaki,急な申し出に,困惑,している。,コンワク
pre_two,kaki,相手と,競,り合って負けてしまった。,セ
pre_two,kaki,新たな,罰則,を設けて取り締まりを強化する。,バッソク
pre_two,kaki,急な出費が家計を,脅,かす。,オビヤ
pre_two,kaki,,腐敗,した政界には期待できない。,フハイ
pre_two,kaki,良いアイデアが,満載,の雑誌です。,マンサイ
pre_two,kaki,彼は,非業,の死を遂げた。,ヒゴウ
pre_two,kaki,交渉が,首尾,よくまとまった。,シュビ
pre_two,kaki,今年の,盆,は実家に帰れそうだ。,ボン
pre_two,kaki,植物の,耐寒,性の実験を行う。,タイカン
pre_two,kaki,法を,狭義,に解釈する。,キョウギ
pre_two,kaki,あなたの,仰,せのままに。,オオ
pre_two,kaki,大きな,翼,で飛んでいる。,ツバサ
pre_two,kaki,チームの命運は彼の,双肩,に掛かっている。,ソウケン
pre_two,kaki,敵方が新たな,刺客,を放った。,シカク
pre_two,kaki,久しぶりに長期,休暇,をもらった。,キュウカ
pre_two,kaki,多くの人材を,輩出,した名門校だ。,ハイシュツ
pre_two,kaki,彼の,潔,い態度が社長に気に入られた。,イサギヨ
pre_two,kaki,可愛い動物を,虐,げるのは許せない。,シイタ
pre_two,kaki,,米粒,程の大きさしかない昆虫。,コメツブ
pre_two,kaki,毎朝の,勤行,を怠りなく続けている。,ゴンギョウ
pre_two,kaki,彼が,凡人,でないことは明白だ。,ボンジン
pre_two,kaki,彼に最後のチャンスを,与,える。,アタ
pre_two,kaki,彼らは将来を,契,った仲だ。,チギ
pre_two,kaki,これは祖先への,供物,です。,クモツ
pre_two,kaki,その公園は周辺住民の,憩,いの場となっている。,イコ
pre_two,kaki,衣服や持ち物が,夜露,で湿っている。,ヨツユ
pre_two,kaki,圧倒的な,跳躍,力が彼の武器だ。,チョウヤク
pre_two,kaki,その神様は,霊験,あらたかであると評判だ。,レイゲン
pre_two,kaki,,麻,で作った縄を用いる。,アサ
pre_two,kaki,嫁の,機嫌,を取るのは難しい。,キゲン
pre_two,kaki,彼女はいつも寝るときにぬいぐるみを,抱,いて寝ている。,ダ
pre_two,kaki,音楽に合わせて,踊,る。,オド
pre_two,kaki,話し込んでいる間に夜も,更,けてしまった。,フ
pre_two,kaki,その事件は,江戸,時代の出来事だ。,エド
pre_two,kaki,犯人からの要求を,拒否,する。,キョヒ
pre_two,kaki,この車に五人で乗ると,狭,すぎる。,セマ
pre_two,kaki,言動を,慎,みなさい。,ツツシ
pre_two,kaki,扶養者の数だけ税金が,控除,される。,コウジョ
pre_two,kaki,全員に聞いてみると,肯定,意見の方が多い。,コウテイ
pre_two,kaki,衝撃事件の,核心,に迫る。,カクシン
pre_two,kaki,対戦相手に技量は数段,劣,っているのは確かだ。,オト
pre_two,kaki,今月の,上旬,にお食事しましょう。,ジョウジュン
pre_two,kaki,町,興,しのために町内会は必至だ。,オコ
pre_two,kaki,食料が無く、多くの子供達が,飢,えている。,ウ
pre_two,kaki,天気予報を見ていたのに、,傘,を忘れてしまった。,カサ
pre_two,kaki,歯医者に行って歯を,抜,いてもらった。,ヌ
pre_two,kaki,先祖代々伝わる技術を,継承,する。,ケイショウ
pre_two,kaki,雇い主から,搾取,され続けては生活が持たない。,サクシュ
pre_two,kaki,相手国の行動に、,遺憾,の意を表明する。,イカン
pre_two,kaki,氷を,砕,いてジュースに入れる。,クダ
pre_two,kaki,鏡が,曇,っている。,クモ
pre_two,kaki,下級生の,模範,となる行動をしてください。,モハン
pre_two,kaki,彼は繊細の,権化,のようです。,ゴンゲ
pre_two,kaki,会社の派閥争いの,渦,に巻き込まれる。,ウズ
pre_two,kaki,彼はこの陸上部の中で一番の,俊足,だ。,シュンソク
pre_two,kaki,彼の文章には,色彩,がある。,シキサイ
pre_two,kaki,,恒久,の平和を願う。,コウキュウ
pre_two,kaki,大,恐慌,が世界中に広がった。,キョウコウ
pre_two,kaki,窓を開けて寝ていたら,蚊,に首を刺された。,カ
pre_two,kaki,日差しが強いので,遮光,カーテンを取り付ける。,シャコウ
pre_two,kaki,こちらの用意した物がお気に,召,すと良いのですが。,メ
pre_two,kaki,絶好のボールを,見逃,してしまった。,ミノガ
pre_two,kaki,,居候,の身分で偉そうだぞ。,イソウロウ
pre_two,kaki,道端に,人垣,ができる。,ヒトガキ
pre_two,kaki,話題のゲームの発売に,長蛇,の列ができた。,チョウダ
pre_two,kaki,その製品は水面に,浮,く性質がある。,ウ
pre_two,kaki,著作権の,侵害,に該当する。,シンガイ
pre_two,kaki,部屋の中で,絞殺,された遺体が見つかった。,コウサツ
pre_two,kaki,材質を十分に,吟味,すべし。,ギンミ
pre_two,kaki,彼らには何度も,苦汁,を飲まされている。,クジュウ
pre_two,kaki,隣の部屋との壁が,薄,くていつも声が聞こえる。,ウス
pre_two,kaki,絶えない訪問客に,忙殺,された。,ボウサツ
pre_two,kaki,全国の遺跡を,行脚,する。,アンギャ
pre_two,kaki,諸問題を,包括,して取り扱う。,ホウカツ
pre_two,kaki,入院中の,叔父,のお見舞いにいく。,オジ
pre_two,kaki,,雌花,には雄しべがない。,メバナ
pre_two,kaki,病院で,治療,を受ける。,チリョウ
pre_two,kaki,将棋のこまの,香車,は真っ直ぐにしか進めない。,キョウシャ
pre_two,kaki,海上を警備するための,艦艇,を保有する。,カンテイ
pre_two,kaki,高価な,真珠,のネックレスだ。,シンジュ
pre_two,kaki,夜になると野生の,獣,が飛び出してくる時がある。,ケモノ
pre_two,kaki,私が飼っている犬は,雄,です。,オス
pre_two,kaki,研究所には毒ガスが,充満,している。,ジュウマン
pre_two,kaki,野生生物の体液には,雑菌,が多く含まれている。,ザッキン
pre_two,kaki,刑務所での火事に乗じて,囚人,が脱走する。,シュウジン
pre_two,kaki,大衆の前で,醜態,をさらす。,シュウタイ
pre_two,kaki,全国大会では,惨敗,してしまった。,ザンパイ
pre_two,kaki,実家には,畳,の部屋があるのでそこで寝ている。,タタミ
pre_two,kaki,友人と,近況,について報告し合う。,キンキョウ
pre_two,kaki,河川の,自浄,作用を活用した水質向上設備を作る。,ジジョウ
pre_two,kaki,平和のために,鋭意,研究に従事します。,エイイ
pre_two,kaki,彼女はとても料理の,手際,が良い。,テギワ
pre_two,kaki,学生に,援護,の手を差し伸べる。,エンゴ
pre_two,kaki,重要な任務に成功したので,報酬,を与える。,ホウシュウ
pre_two,kaki,一部屋しかないので三人で住むには,窮屈,な家だ。,キュウクツ
pre_two,kaki,体力のない時は,滋養,のある食べ物が良い。,ジヨウ
pre_two,kaki,,給仕,は新しいお皿を取りに行った。,キュウジ
pre_two,kaki,雨が降った後は,霧,のせいで先が見えなくなる。,キリ
pre_two,kaki,落とした財布を,血眼,になって捜し回る。,チマナコ
pre_two,kaki,裁判中は,静粛,にしてください。,セイシュク
pre_two,kaki,ここを調査の,拠点,にしよう。,キョテン
pre_two,kaki,遠くで,稲妻,が走る。,イナズマ
pre_two,kaki,心臓の役割は、体中に血液を,循環,させることだ。,ジュンカン
pre_two,kaki,きちんと,煮沸,消毒していれば問題はない。,シャフツ
pre_two,kaki,古いものが壊れてしまったので,洗濯機,を購入する。,センタクキ
pre_two,kaki,彼の長所は優れた,洞察力,を持っているところだ。,ドウサツリョク
pre_two,kaki,初めての外国で文化の違いに戸,惑,う。,マド
pre_two,kaki,その,条項,は法律により定められている。,ジョウコウ
pre_two,kaki,この大会を辞退する,旨,を伝える。,ムネ
pre_two,kaki,彼の行動が怪しいので、,探偵,を雇って調査する。,タンテイ
pre_two,kaki,,山奥,は危ないので行っては駄目です。,ヤマオク
pre_two,kaki,毎日家に帰ると仕事の,愚痴,をこぼす。,グチ
pre_two,kaki,珍しい海の幸に舌,鼓,を打つ。,ツヅミ
pre_two,kaki,あの時目撃したことを,法廷,で証言する。,ホウテイ
pre_two,kaki,,木綿,の服を作る。,モメン
pre_two,kaki,野生動物は自ら,狩,りをして食料を確保する。,カ
pre_two,kaki,日本にも多くの,珍味,がある。,チンミ
pre_two,kaki,水道の水で,産湯,を使った。,ウブユ
pre_two,kaki,人里離れた,山荘,に泊まる。,サンソウ
pre_two,kaki,宗教学の研究室で,儒教,について研究する。,ジュキョウ
pre_two,kaki,彼の行動は常識から,逸脱,している。,イツダツ
pre_two,kaki,南国の海は本当に,透明,だ。,トウメイ
pre_two,kaki,一部の,好事家,の間では人気のある品物だ。,コウズカ
pre_two,kaki,,庶民,の生活が染みついている。,ショミン
pre_two,kaki,右,端,の列から順番に座っていきなさい。,ハシ
pre_two,kaki,津波に備えて,堤防,を高くする。,テイボウ
pre_two,kaki,将来の夢はこの街の,秩序,を守ることだ。,チツジョ
pre_two,kaki,地元のお祭りで,歌謡,大会が開かれた。,カヨウ
pre_two,kaki,何かを,成就,させるのは大変な努力が必要だ。,ジョウジュ
pre_two,kaki,毎日が暇なので,自堕落,な生活を送る。,ジダラク
pre_two,kaki,貸出物の返却を,督促,する。,トクソク
pre_two,kaki,彼は言葉巧みに女性を,口説,く。,クド
pre_two,kaki,大金持ちの一家はあの,豪邸,に住んでいる。,ゴウテイ
pre_two,kaki,相手がひるんだ,瞬間,を見逃さなかった。,シュンカン
pre_two,kaki,家に帰ると子供と,女房,が待っている。,ニョウボウ
pre_two,kaki,私の言い方が気に,障,ったのならごめんなさい。,サワ
pre_two,kaki,お互いがなかなか引かないので,妥協,点を見つける。,ダキョウ
pre_two,kaki,彼は以前からの不平や不満を,吐露,した。,トロ
pre_two,kaki,,金遣,いの荒い人とは友達になれない。,カネヅカ
pre_two,kaki,迷子を見つけようと町を,捜索,した。,ソウサク
pre_two,kaki,この店は,用途,の分からないものを売っている。,ヨウト
pre_two,kaki,ここで作られた金属は表面の,凹凸,が少ない。,オウトツ
pre_two,kaki,この戦が彼にとって,初陣,であった。,ウイジン
pre_two,kaki,あの状況では,選択肢,がなかった。,センタクシ
pre_two,kaki,何もできないくせに,偉,そうな態度をとる。,エラ
pre_two,kaki,動物を,慈,しむことが大切です。,イツク
pre_two,kaki,チーム創設からの,熱狂,的なサポーターだ。,ネッキョウ
pre_two,kaki,あんな素人が書いた文章は読むまでもない,駄文,だ。,ダブン
pre_two,kaki,隣人から,里芋,をいただいた。,サトイモ
pre_two,kaki,彼女はいつも,対抗,心を燃やしている。,タイコウ
pre_two,kaki,わが社の業績は回復,傾向,にある。,ケイコウ
pre_two,kaki,父親が息子を,肩車,している。,カタグルマ
pre_two,kaki,山の上からは農繁期を迎えた,棚田,が見える。,タナダ
pre_two,kaki,ある宗教では一年のうち一度,断食,をする日がある。,ダンジキ
pre_two,kaki,今回の試合で欠点が,露呈,してしまった。,ロテイ
pre_two,kaki,彼の始めた店は,繁盛,しているようだ。,ハンジョウ
pre_two,kaki,わが社の最新モデルは、新型のエンジンを,搭載,している。,トウサイ
pre_two,kaki,どの業界も日本の,不況,の影響は受けている。,フキョウ
pre_two,kaki,この祭りでは毎年子供たちが,盆踊,りを練習する。,ボンオド
pre_two,kaki,お,遍路,さんの一行は四国へと向かった。,ヘンロ
pre_two,kaki,容姿は美しいが、内面は,醜,い人だ。,ミニク
pre_two,kaki,その,峰,は雲の上にそびえ立っている。,ミネ
pre_two,kaki,高い所では風が強く,吹,いている。,フ
pre_two,kaki,彼は日本各地へ,遊説,へ行っている。,ユウゼイ
pre_two,kaki,原稿用紙の,升目,を埋める。,マスメ
pre_two,kaki,最近,白髪,が増えてきた。,シラガ
pre_two,kaki,彼が大会に,旋風,を巻き起こす。,センプウ
pre_two,kaki,彼の怒りの,矛先,は私へ向いた。,ホコサキ
pre_two,kaki,彼には,昔日,の面影はない。,セキジツ
pre_two,kaki,これらは自然,治癒,力を引き出すものです。,チユ
pre_two,kaki,普段は,寡黙,な彼にしてはよく話している。,カモク
pre_two,kaki,自分を,辱,めることのないように生きなさい。,ハズカシ
pre_two,kaki,関連する研究を,丹念,に調べる。,タンネン
pre_two,kaki,もっと,頼,りにしてくれていいんですよ。,タヨ
pre_two,kaki,手術のため全身,麻酔,の注射を打つ。,マスイ
pre_two,kaki,交通事故に遭ったが、運よく,打撲,で済んだ。,ダボク
pre_two,kaki,,群青,の大海原に旅立つ。,グンジョウ
