level,category,ex_top,kanji,ex_bottom,yomi
pre_two,kaki,祖母の作った,煮物,は味付けが濃い。,ニモノ
pre_two,kaki,山奥を進んで行くと,沢,があった。,サワ
pre_two,kaki,彼女は,亭主,を頼りにしている。,テイシュ
pre_two,kaki,この映画は近年の若者の話し方を,如実,に反映している。,ニョジツ
pre_two,kaki,新規事業に成功して大金を,稼,ぐ。,カセ
pre_two,kaki,街中で友達を,鉢合,わせる。,ハチア
pre_two,kaki,週末だからといって,暇,なわけではない。,ヒマ
pre_two,kaki,この季節になるとこの海では,海藻,がよく獲れる。,カイソウ
pre_two,kaki,春になると,霜害,により多大な被害が出る。,ソウガイ
pre_two,kaki,新車で,峠,を攻める。,トウゲ
pre_two,kaki,普段から,肩身,の狭い思いをしている。,カタミ
pre_two,kaki,,常夏,の国に旅行に行く。,トコナツ
pre_two,kaki,彼の身勝手な行動に,憤激,する。,フンゲキ
pre_two,kaki,自転車で,砂利,道は通りたくない。,ジャリ
pre_two,kaki,悪徳政治家を,贈賄,の容疑で逮捕する。,ゾウワイ
pre_two,kaki,,岬,をまわって航海する。,ミサキ
pre_two,kaki,,豪快,な笑い方が上司から好感を得たようだ。,ゴウカイ
pre_two,kaki,寺の僧りょにお,布施,を包む。,フセ
pre_two,kaki,後輩の分まで,払,っておく。,ハラ
pre_two,kaki,寺を,建立,する。,コンリュウ
pre_two,kaki,両親の葬儀は兄が,喪主,を務めた。,モシュ
pre_two,kaki,その老人は,柔和,なほほえみを見せていた。,ニュウワ
pre_two,kaki,彼が後を継げばこの先も,安泰,だ。,アンタイ
pre_two,kaki,もう勝ち目はないが、どうにか,一矢,報いたい。,イッシ
pre_two,kaki,帰宅すると犬がしっぽを,振,って出迎えてくれる。,フ
pre_two,kaki,あなたたちの活躍を,祈念,しています。,キネン
pre_two,kaki,必要,且,つ十分な条件だ。,カ
pre_two,kaki,大地震が発生し町が,津波,に襲われる。,ツナミ
pre_two,kaki,,盲導犬,としての訓練を受ける。,モウドウケン
pre_two,kaki,選挙に競り勝ち、政権を,獲得,する。,カクトク
pre_two,kaki,食あたりを起こして食べたものを,吐,いてしまった。,ハ
pre_two,kaki,食卓を,彩,る野菜を盛り付ける。,イロド
pre_two,kaki,彼の言い方では,語弊,がある。,ゴヘイ
pre_two,kaki,地面との,摩擦,でタイヤがすり減る。,マサツ
pre_two,kaki,洪水で,堤,が切れそうだ。,ツツミ
pre_two,kaki,彼の手入れする庭には,風情,がある。,フゼイ
pre_two,kaki,証拠不十分のため不,起訴,となった。,キソ
pre_two,kaki,,川柳,を読むのが趣味だ。,センリュウ
pre_two,kaki,受験の為に子供を,塾,に通わせる。,ジュク
pre_two,kaki,突然雨が降り出して,雷,が鳴りだした。,カミナリ
pre_two,kaki,敵国からの,逆襲,を受けた。,ギャクシュウ
pre_two,kaki,あなたのありがたみが身に,染,みたよ。,シ
pre_two,kaki,新居の,棟上,げが楽しみだ。,ムネア
pre_two,kaki,徐々に争いが,泥沼,化してきた。,ドロヌマ
pre_two,kaki,日本海を,巡視,する船。,ジュンシ
pre_two,kaki,,詳,しい事情はお話しできません。,クワ
pre_two,kaki,どこかで負の,連鎖,を断ち切らないと。,レンサ
pre_two,kaki,夕飯を食べる間に,浴槽,にお湯を入れる。,ヨクソウ
pre_two,kaki,,短冊,に願い事を書く。,タンザク
pre_two,kaki,体調が悪いので病院で,診察,を受ける。,シンサツ
pre_two,kaki,小さな町がいくつか,合併,して今の町ができた。,ガッペイ
pre_two,kaki,旅行先で,寝床,を探す。,ネドコ
pre_two,kaki,社会を,風刺,した映画を撮る。,フウシ
pre_two,kaki,彼女は毎日学校まで親が,送迎,してくれているようだ。,ソウゲイ
pre_two,kaki,ここまで来たら、もう,後戻,りできない。,アトモド
pre_two,kaki,彼は身勝手が過ぎるので,陰口,を言われている。,カゲグチ
pre_two,kaki,時間は,瞬,く間に過ぎてしまった。,マタタ
pre_two,kaki,その言葉に非常に,感銘,を受けた。,カンメイ
pre_two,kaki,二つの職務を,兼,ねている。,カ
pre_two,kaki,なんとも,神々（神神）,しい雰囲気をまとった人だ。,コウゴウ
pre_two,kaki,彼の投げる球は速すぎて,回避,できない。,カイヒ
pre_two,kaki,そんな,悠長,なことを言っている時ではない。,ユウチョウ
pre_two,kaki,おせち料理を,漆塗,りの重箱に詰める。,ウルシヌ
pre_two,kaki,自分の成績を,誇,る。,ホコ
pre_two,kaki,今回の任務では多くの,殉職,者を出してしまった。,ジュンショク
pre_two,kaki,正月にはお,節,料理を食べるのが慣習だ。,セチ
pre_two,kaki,先ほどの発言は,撤回,します。,テッカイ
pre_two,kaki,運動会があったから月曜日は,振替,休日だ。,フリカエ
pre_two,kaki,多くの人が新サービスの,恩恵,を受ける。,オンケイ
pre_two,kaki,何にも縛られない自由,奔放,な生活。,ホンポウ
pre_two,kaki,船で,沖,まで出ないとなかなか釣れない。,オキ
pre_two,kaki,上位にいる人は何か一芸に,秀,でている。,ヒイ
pre_two,kaki,理科の実験で魚の,解剖,を行った。,カイボウ
three,kaki,株式会社を,設立,する。,セツリツ
three,kaki,,一寸,先はやみ。,イッスン
three,kaki,公園の,大樹,の影に座る。,タイジュ
three,kaki,新しい命の,誕生,を祝う。,タンジョウ
three,kaki,子供は,砂場,遊びが大好きだ。,スナバ
three,kaki,彼は,筋金,入りの職人だ。,スジガネ
three,kaki,連絡が来るまで自宅で,待機,することになった。,タイキ
three,kaki,歓迎会を,盛大,に行う。,セイダイ
three,kaki,責任者である,班長,の指示に従う。,ハンチョウ
three,kaki,,厳格,な審査が必要である。,ゲンカク
three,kaki,食事を,摂取,する。,セッシュ
three,kaki,,錠剤,の薬を飲む。,ジョウザイ
three,kaki,,暫定,的に再開する。,ザンテイ
three,kaki,一人でいるのは,孤独,だ。,コドク
three,kaki,彼は,既婚,者で二人の子供がいる。,キコン
three,kaki,不要な書類を,破棄,する。,ハキ
three,kaki,禁止事項に,該当,する。,ガイトウ
three,kaki,主人公が,怪獣,と戦う。,カイジュウ
three,kaki,来年度より法令が,施行,される。,シコウ
three,kaki,肩こりで,湿布,をはる。,シップ
three,kaki,業務を外部に,委託,する。,イタク
three,kaki,ケーブルを地下に,埋設,する。,マイセツ
three,kaki,蓄えていた,食糧,が底をつく。,ショクリョウ
three,kaki,学校の,廊下,を走ってはいけない。,ロウカ
three,kaki,係長から部長に,昇進,する。,ショウシン
three,kaki,文の,体裁,を整える。,テイサイ
three,kaki,その方法は,得策,とは言えない。,トクサク
three,kaki,新たなシーズンが,開幕,する。,カイマク
three,kaki,悪天候のため試合を,日延,する。,ヒノべ
three,kaki,新人の時の熱意を,想起,する。,ソウキ
three,kaki,不足分を,補,う。,オギナ
three,kaki,講義が終わったら,質疑,応答の時間です。,シツギ
three,kaki,この件は早急に,善処,いたします。,ゼンショ
three,kaki,他人の,空似,。,ソラニ
three,kaki,次の駅までの,運賃,はいくらですか。,ウンチン
three,kaki,その件に関しては,賛否,両論だ。,サンピ
three,kaki,出掛ける妻を,笑顔,で見送る夫。,エガオ
three,kaki,車のエンジンが,故障,する。,コショウ
three,kaki,過去十年間での人口の,推移,を調べる。,スイイ
three,kaki,高い,品格,を保つ。,ヒンカク
three,kaki,昔のことを思い出し、,感傷,的になってしまった。,カンショウ
three,kaki,そろそろ,衣替,えの時期だ。,コロモガ
three,kaki,,一匹,の犬が寝ている。,イッピキ
three,kaki,不真面目な生活を,痛切,に実感する。,ツウセツ
three,kaki,周囲の皆を,欺,く行動だった。,アザム
three,kaki,,仮病,を使って学校を休んだ。,ケビョウ
three,kaki,作戦が失敗した,要因,はなんだったのか。,ヨウイン
three,kaki,昨年彼が,訪欧,した際に仲良くなった。,ホウオウ
three,kaki,,磁石,のS極とN極はくっつく。,ジシャク
three,kaki,,茂,みの中に潜む友人に驚かされた。,シゲ
three,kaki,物事には,潮時,がある。,シオドキ
three,kaki,この町には優秀な,外科医,がいる。,ゲカイ
three,kaki,かぎ針を使って,鎖,編みをする。,クサリ
three,kaki,世界各国を,歴訪,する。,レキホウ
three,kaki,食べ物を手に入れないと,餓死,してしまう。,ガシ
three,kaki,一人の,負担,が大きいのはよくない。,フタン
three,kaki,夕方には空が,紅,に染まる。,クレナイ
three,kaki,大学図書館で本を,閲覧,する。,エツラン
three,kaki,王の住む,宮殿,の前に民衆が集まっている。,キュウデン
three,kaki,セミは早朝に,羽化,する。,ウカ
three,kaki,彼本来の実力が,発揮,できていなかった。,ハッキ
three,kaki,,夏至,は一年で最も日が長い。,ゲシ
three,kaki,なんとも,哀切,を極めた物語だ。,アイセツ
three,kaki,台風で運動会は,順延,となった。,ジュンエン
three,kaki,口が上手くて,世渡,り上手だ。,ヨワタ
three,kaki,計画の,概略,を説明する。,ガイリャク
three,kaki,彼は,神妙,な顔で控えている。,シンミョウ
three,kaki,彼は,自我,がとても強い。,ジガ
three,kaki,船の,模型,を作る。,モケイ
three,kaki,観客こそが彼の力の,源,だ。,ミナモト
three,kaki,,架空,の登場人物を作り上げる。,カクウ
three,kaki,,格子,をとりつけた窓。,コウシ
three,kaki,工場への,供給,が止まってしまった。,キョウキュウ
three,kaki,彼女の,演奏,を聴きたくてやってきたのだ。,エンソウ
three,kaki,夕焼けが空に,映,える。,ハ
three,kaki,学校の友達が,忌引,きしていた。,キビ
three,kaki,祖父の,遺言,書が見つかった。,ユイゴン
three,kaki,,処置,が少しでも遅れていたら大変だった。,ショチ
three,kaki,大,恐慌,が世界中に広がった。,キョウコウ
three,kaki,古墳に,盗掘,された形跡がある。,トウクツ
three,kaki,相手とはできるだけ,穏便,に済ませたい。,オンビン
three,kaki,我が校始まって以来、初めての,栄冠,に輝いた。,エイカン
three,kaki,急な電話に,胸騒,ぎがした。,ムナサワ
three,kaki,この山の,頂,には神社がある。,イタダキ
three,kaki,日本人は礼儀の,化身,などと言われている。,ケシン
three,kaki,万引きについて従業員に注意,喚起,をする。,カンキ
three,kaki,生徒を,率,いて遠足に行く。,ヒキ
three,kaki,,稲刈,りの時期なのに台風がやってくる。,イネカ
three,kaki,近所を,怪,しい男がうろうろしている。,アヤ
three,kaki,最新刊が,入荷,しました。,ニュウカ
three,kaki,だれにも教わらず,我流,でここまで覚えた。,ガリュウ
three,kaki,黒い,塊,が落ちている。,カタマリ
three,kaki,お寺の,鐘,を鳴らす。,カネ
three,kaki,５年分の消費量に,匹敵,する。,ヒッテキ
three,kaki,魚を,干物,にして食べる。,ヒモノ
three,kaki,会議室では,怒号,が飛び交っていた。,ドゴウ
three,kaki,このままでは命が,危,うい。,アヤ
three,kaki,このチームにとって,脅威,となる存在だ。,キョウイ
three,kaki,階段ではなく,緩,やかな坂道になっている。,ユル
three,kaki,次期部長には彼を,推,します。,オ
three,kaki,国の,基,を定める。,モトイ
three,kaki,正しい,姿勢,でいないと腰を痛めますよ。,シセイ
three,kaki,部長が,宴席,でスピーチする。,エンセキ
three,kaki,入社二年目で、初めて自分の,企画,が採用された。,キカク
three,kaki,,貴,い体験が出来て光栄でした。,タット
three,kaki,,淡,い水色のシャツを買った。,アワ
three,kaki,なかなか,離乳,できない赤ちゃんもいる。,リニュウ
three,kaki,この失敗についてはただ,平謝,りするしかない。,ヒラアヤマ
three,kaki,,機織,りを習っている。,ハタオ
three,kaki,彼女はご,満悦,のようだ。,マンエツ
three,kaki,外界から,隔絶,された場所だ。,カクゼツ
three,kaki,権力なんかに,迎合,してはいけない。,ゲイゴウ
three,kaki,,株主,総会の準備で忙しい。,カブヌシ
three,kaki,ねぼけ,眼,をこすりながら起きてきた。,マナコ
three,kaki,彼の体が,小刻,みに震えている。,コキザ
three,kaki,,幾何,学の基本だけは知っている。,キカ
three,kaki,君は,賢,い子どもだな。,カシコ
three,kaki,今や携帯電話は,必需,品だ。,ヒツジュ
three,kaki,,脚立,が倒れないように支えてくれ。,キャタツ
three,kaki,彼の意見に,賛同,するものはいなかった。,サンドウ
three,kaki,長かった工事が終わり、ようやくトンネルが,貫通,した。,カンツウ
three,kaki,罪人を,遠流,する場所となっていた。,オンル
three,kaki,若いころは健康で,明朗,な青年であった。,メイロウ
three,kaki,,遺失,物を勝手に使ってはいけません。,イシツ
three,kaki,日本語の,母音,とはあ、い、う、え、おのことだ。,ボイン
three,kaki,,御利益,のありそうなお守りだ。,ゴリヤク
three,kaki,車を,分割,払いで買った。,ブンカツ
three,kaki,今年の冬は余計に寒さが,厳,しい。,キビ
three,kaki,地元のサッカークラブに,肩,入れする。,カタ
three,kaki,部屋の中で,絞殺,された遺体が見つかった。,コウサツ
three,kaki,空には,雨雲,が広がっている。,アマグモ
three,kaki,子供の誕生記念に,植樹,する。,ショクジュ
three,kaki,言い,訳,は聞きたくありません。,ワケ
three,kaki,いくら計算が正しくても、実験しなければ,机上,の空論だ。,キジョウ
three,kaki,ようやく彼は帰国の,途,についた。,ト
three,kaki,昔の,面影,は今はもうない。,オモカゲ
three,kaki,彼の活躍で,栄,えある優勝を手にした。,ハ
three,kaki,彼は日本にきたばかりだが、,片言,とは言え日本語を話せる。,カタコト
three,kaki,君にはそんな,器,はないよ。,ウツワ
three,kaki,雇い主から,搾取,され続けては生活が持たない。,サクシュ
three,kaki,十年の,歳月,が流れた。,サイゲツ
three,kaki,県内,屈指,の強豪チームだ。,クッシ
three,kaki,水玉,模様,のスカートを着る。,モヨウ
three,kaki,学校では一番だと,自負,する。,ジフ
three,kaki,試合の妨げになる,遅延,行為は罰則の対象だ。,チエン
three,kaki,あの旅館はお年寄りに対する,配慮,に欠けている。,ハイリョ
three,kaki,あなたの思ってるようなことではないので,勘違,いしないでください。,カンチガ
three,kaki,,芋,を食うと腹が張る。,イモ
three,kaki,過去の苦しい生活を,黙想,した。,モクソウ
three,kaki,君にそんなことを言われる,筋合,いはない。,スジア
three,kaki,次の部長,候補,は彼に決まりだな。,コウホ
three,kaki,簡単な場面で失敗して,面目,ない。,メンボク
three,kaki,中学では,弓道,をやっていました。,キュウドウ
three,kaki,蒸気が,凝縮,して水となった。,ギョウシュク
three,kaki,演習を,繰,り返し行って成長する。,ク
three,kaki,彼は,独創,的な発想の持ち主だった。,ドクソウ
three,kaki,相手の戦法を,逆手,にとった。,サカテ
three,kaki,彼は学問を,究,めることを選んだ。,キワ
three,kaki,新しいリーダーは,大胆,なメンバー変更を行った。,ダイタン
three,kaki,海底から資源を,採掘,する。,サイクツ
three,kaki,衛星を,軌道,に乗せる。,キドウ
three,kaki,生徒に感謝されて,号泣,してしまった。,ゴウキュウ
three,kaki,環境の,著,しい変化に対応できない。,イチジル
three,kaki,大根を,輪切,りにしてください。,ワギ
three,kaki,彼は仏教に,帰依,している。,キエ
three,kaki,,近隣,の住民との交流を深める。,キンリン
three,kaki,知り合いと,偶然,出会った。,グウゼン
three,kaki,出掛ける時は,出窓,から犬が見送ってくれる。,デマド
three,kaki,剣の道を,極,めた。,キワ
three,kaki,大,規模,なプロジェクトを任される。,キボ
three,kaki,欠席者は名前の部分を,斜線,を引いて消すことになっている。,シャセン
three,kaki,決勝戦で負けると余計に,悔,しい。,クヤ
three,kaki,,健,やかに育ってくれればそれだけで十分だ。,スコ
three,kaki,まだまげを,結,うことの出来ない新人力士だ。,ユ
three,kaki,そんな,生易,しいものではありませんよ。,ナマヤサ
three,kaki,,求刑,通りの判決となった。,キュウケイ
three,kaki,こんなところで,足踏,みしている時ではない。,アシブ
three,kaki,流行に,後,れてしまった。,オク
three,kaki,毎回買うよりも回数券を買うほうが,割安,だ。,ワリヤス
three,kaki,祖母の,墓参,りに行く。,ハカマイ
three,kaki,彼には,潔癖,すぎるところがある。,ケッペキ
three,kaki,仕事中に,眠,くなる。,ネム
three,kaki,普段は,温厚,な彼もさすがに怒るかもね。,オンコウ
three,kaki,屋根の,補修,作業に取り掛かる。,ホシュウ
three,kaki,,厳密,には定義が異なります。,ゲンミツ
three,kaki,病気の夫を,看病,する。,カンビョウ
three,kaki,船が,海峡,を通過する。,カイキョウ
three,kaki,お寺の,境内,に入る。,ケイダイ
three,kaki,あの日をきっかけに彼に責任感が,芽生,えた。,メバ
three,kaki,自分の巣を,汚,すのは悪い鳥だ。,ケガ
three,kaki,チョコレートで,糖分,を補給する。,トウブン
three,kaki,二人きりの旅を,満喫,してください。,マンキツ
three,kaki,臨時の席を,設,ける。,モウ
three,kaki,勝利の,祝杯,をあげる。,シュクハイ
three,kaki,日本語は,主格,を言わない場合が多い。,シュカク
three,kaki,,程,よく感じる程度の気温だ。,ホド
three,kaki,何者の,仕業,だろうか。,シワザ
three,kaki,通販で買うときれいに,包装,されて配達される。,ホウソウ
three,kaki,お化け屋敷で,絶叫,する。,ゼッキョウ
three,kaki,競馬の,騎手,は体重が軽い。,キシュ
three,kaki,あの大失敗の教訓が,骨身,にしみた。,ホネミ
three,kaki,彼は,素直,な性格だ。,スナオ
three,kaki,運動会には,父兄,が参加する競技もある。,フケイ
three,kaki,ここで間違えないことが,肝心,だ。,カンジン
three,kaki,彼の話は少々,誇張,されている。,コチョウ
three,kaki,犯人は,綿密,な計画に基づいて犯行に及んだようだ。,メンミツ
three,kaki,きつい練習の末に編み出した必殺,技,だ。,ワザ
three,kaki,,犠打,による得点で勝ち越した。,ギダ
three,kaki,海外に渡り彼はより一層の,飛躍,を遂げた。,ヒヤク
three,kaki,情報の,伝達,が遅れたことが原因だ。,デンタツ
three,kaki,,虚勢,を張っているのはばれているぞ。,キョセイ
three,kaki,その方法で時間の,短縮,が出来る。,タンシュク
three,kaki,クリームシチューが,煮,えてきた。,ニ
three,kaki,この程度の,誤差,なら問題はありません。,ゴサ
three,kaki,彼は,軽,やかな身のこなしで避けた。,カロ
three,kaki,今の会社よりも,待遇,が良い。,タイグウ
three,kaki,実力より,肩書,がものをいう。,カタガキ
three,kaki,二人の関係が,公,になった。,オオヤケ
three,kaki,彼は何の,罪,を犯したのですか。,ツミ
three,kaki,前の車が危険な運転をしていたので,警笛,を鳴らした。,ケイテキ
three,kaki,彼女は,純真,な笑顔を見せた。,ジュンシン
three,kaki,海の,幸,たっぷりの海鮮定食だ。,サチ
three,kaki,学校の中庭は昼になると多くの学生が,集,う。,ツド
three,kaki,彼の小説は,佳作,に選ばれた。,カサク
three,kaki,事を,荒,立てるつもりはない。,アラ
three,kaki,試合の前に軽く言葉を,交,わす。,カ
three,kaki,お金は,際限,なく使えます。,サイゲン
three,kaki,この地図記号は,桑畑,を表す。,クワバタケ
three,kaki,雨が降らないので池の水が,干上,がってしまった。,ヒア
three,kaki,業者が荷物の,搬入,作業をしている。,ハンニュウ
three,kaki,,過,ちを繰り返すのは人の常だ。,アヤマ
three,kaki,,己,を知ることで強くなれることもある。,オノレ
three,kaki,空気の入れ過ぎでタイヤが,破裂,した。,ハレツ
three,kaki,,青菜,は少し苦手です。,アオナ
three,kaki,初めて両親の教えに,背,いた。,ソム
three,kaki,,残虐,な行為はしてはいけない。,ザンギャク
three,kaki,彼は立派な,最期,を遂げた。,サイゴ
three,kaki,それ,故,に彼は家から出なくなってしまった。,ユエ
three,kaki,,臓器,の移植手術を受ける。,ゾウキ
three,kaki,洗濯したら,縮,んでしまった。,チヂ
three,kaki,昔はよく,鯨,を食べていた。,クジラ
three,kaki,電車で,往復,一時間ほどかかる。,オウフク
three,kaki,友人と,談笑,していたらあっという間に時間がきた。,ダンショウ
three,kaki,最新の,指紋,認証ロックは精度が高いので安心だ。,シモン
three,kaki,,強引,に約束させられてしまった。,ゴウイン
three,kaki,彼の顔の大体の,輪郭,を描く。,リンカク
three,kaki,彼は鍛えているので,胸板,が厚い。,ムナイタ
three,kaki,ここを渡るのは,至難,の業ですよ。,シナン
three,kaki,新商品がヒットし、,業績,が回復した。,ギョウセキ
three,kaki,身体が,火照,っている。,ホテ
three,kaki,時間が無いので,簡潔,に説明してください。,カンケツ
three,kaki,この店の,創作,料理はなかなか美味しい。,ソウサク
three,kaki,稲が,黄金,色に輝いている。,コガネ
three,kaki,私の申し出を,快諾,してくれた。,カイダク
three,kaki,余りに高熱なので,解熱,剤を服用した。,ゲネツ
three,kaki,その店は非常に,評判,が良い。,ヒョウバン
three,kaki,彼に対する,疑念,が晴れない。,ギネン
three,kaki,大雨で,土砂,災害が発生した。,ドシャ
three,kaki,彼は,山岳,地域に住む民族の出身だ。,サンガク
three,kaki,ここで犯罪が行われた,形跡,があった。,ケイセキ
three,kaki,怪しげな,小包,が届いた。,コヅツミ
three,kaki,その映画は,臨場,感たっぷりだった。,リンジョウ
three,kaki,大きなはさみで布を,裁,つ。,タ
three,kaki,遊牧民は,家畜,とともに移動する。,カチク
three,kaki,セーターを,陰干,しする。,カゲボ
three,kaki,先生が学校を,辞,めていった。,ヤ
three,kaki,,粉末,の洗剤を使い続ける。,フンマツ
three,kaki,彼女は三,姉妹,の次女です。,シマイ
three,kaki,結果からデータを,抽出,する。,チュウシュツ
three,kaki,かなり,傾斜,のきつい坂道だ。,ケイシャ
three,kaki,さらに細かく計画を,練,る。,ネ
three,kaki,初めは皆も,手探,りな状態から始める。,テサグ
three,kaki,これらの関係を,図示,したものが図１になります。,ズシ
three,kaki,,超人,的な聴力を持つ。,チョウジン
three,kaki,魂を,込,めた一球を投げる。,コ
three,kaki,会合の日程を来週に,延,ばす。,ノ
three,kaki,今回の旅行はとても,快適,だった。,カイテキ
three,kaki,風邪を引いたので,耳鼻科,に通う。,ジビカ
three,kaki,彼の権威の,失墜,は避けられない。,シッツイ
three,kaki,社長の職を退き,隠居,する。,インキョ
three,kaki,彼らは一言一句もらすまいと,傾聴,した。,ケイチョウ
three,kaki,子供が体調を崩したので,小児科,に連れて行く。,ショウニカ
three,kaki,この路線の,沿線,に住む住人からの苦情だ。,エンセン
three,kaki,交通事故の現場に花を,供,える。,ソナ
three,kaki,彼の説には何の,根拠,もない。,コンキョ
three,kaki,数学の難問と,格闘,する。,カクトウ
three,kaki,彼は一代にして巨万の,富,と名声を得た。,トミ
three,kaki,富士山が世界,遺産,に登録された。,イサン
three,kaki,わが社と,契約,していただきたい。,ケイヤク
three,kaki,君の努力,次第,ではもっと上の大学にいけますよ。,シダイ
three,kaki,あの人が私に技を教えてくれた,師匠,です。,シショウ
three,kaki,先生の目を,盗,んで授業を抜け出す。,ヌス
three,kaki,,災,い転じて福となす。,ワザワ
three,kaki,子供のやったことなので,許,してください。,ユル
three,kaki,誤字や脱字が見つかれば,刷,り直しです。,ス
three,kaki,この辺に,雑貨,屋さんはありませんか？,ザッカ
three,kaki,増税に,便乗,して値上げをした。,ビンジョウ
three,kaki,大きな,屋敷,に住んでいる。,ヤシキ
three,kaki,,峡谷,にダムを建設する。,キョウコク
three,kaki,展開は,多岐,に渡って行われる。,タキ
